Scaffold	Length
DPSCF302621	575
DPSCF302622	575
DPSCF302623	575
DPSCF302624	575
DPSCF302625	574
DPSCF302626	574
DPSCF302627	574
DPSCF302628	574
DPSCF302629	573
DPSCF302630	573
DPSCF302631	573
DPSCF302632	573
DPSCF302633	573
DPSCF302634	572
DPSCF302635	572
DPSCF302636	572
DPSCF302637	572
DPSCF302638	572
DPSCF302639	572
DPSCF302640	572
DPSCF302641	571
DPSCF302642	571
DPSCF302643	571
DPSCF302644	570
DPSCF302645	570
DPSCF302646	570
DPSCF302647	570
DPSCF302648	570
DPSCF302649	569
DPSCF302650	569
DPSCF302651	569
DPSCF302652	568
DPSCF302653	568
DPSCF302654	568
DPSCF302655	568
DPSCF302656	568
DPSCF302657	567
DPSCF302658	567
DPSCF302659	567
DPSCF302660	566
DPSCF302661	566
DPSCF302662	566
DPSCF302663	566
DPSCF302664	566
DPSCF302665	566
DPSCF302666	566
DPSCF302667	566
DPSCF302668	566
DPSCF302669	566
DPSCF302670	565
DPSCF302671	565
DPSCF302672	565
DPSCF302673	565
DPSCF302674	564
DPSCF302675	564
DPSCF302676	564
DPSCF302677	564
DPSCF302678	563
DPSCF302679	563
DPSCF302680	563
DPSCF302681	563
DPSCF302682	562
DPSCF302683	562
DPSCF302684	562
DPSCF302685	562
DPSCF302686	561
DPSCF302687	561
DPSCF302688	561
DPSCF302689	561
DPSCF302690	561
DPSCF302691	561
DPSCF302692	560
DPSCF302693	560
DPSCF302694	560
DPSCF302695	560
DPSCF302696	559
DPSCF302697	559
DPSCF302698	559
DPSCF302699	559
DPSCF302700	559
DPSCF302701	559
DPSCF302702	559
DPSCF302703	559
DPSCF302704	559
DPSCF302705	558
DPSCF302706	558
DPSCF302707	558
DPSCF302708	558
DPSCF302709	558
DPSCF302710	558
DPSCF302711	558
DPSCF302712	558
DPSCF302713	558
DPSCF302714	558
DPSCF302715	557
DPSCF302716	557
DPSCF302717	556
DPSCF302718	556
DPSCF302719	556
DPSCF302720	556
DPSCF302721	556
DPSCF302722	555
DPSCF302723	555
DPSCF302724	555
DPSCF302725	555
DPSCF302726	555
DPSCF302727	555
DPSCF302728	554
DPSCF302729	554
DPSCF302730	554
DPSCF302731	554
DPSCF302732	554
DPSCF302733	553
DPSCF302734	553
DPSCF302735	553
DPSCF302736	552
DPSCF302737	552
DPSCF302738	552
DPSCF302739	552
DPSCF302740	552
DPSCF302741	551
DPSCF302742	551
DPSCF302743	551
DPSCF302744	551
DPSCF302745	551
DPSCF302746	550
DPSCF302747	550
DPSCF302748	550
DPSCF302749	550
DPSCF302750	550
DPSCF302751	550
DPSCF302752	550
DPSCF302753	549
DPSCF302754	549
DPSCF302755	549
DPSCF302756	549
DPSCF302757	549
DPSCF302758	549
DPSCF302759	549
DPSCF302760	548
DPSCF302761	548
DPSCF302762	548
DPSCF302763	548
DPSCF302764	547
DPSCF302765	547
DPSCF302766	547
DPSCF302767	546
DPSCF302768	546
DPSCF302769	546
DPSCF302770	545
DPSCF302771	545
DPSCF302772	545
DPSCF302773	544
DPSCF302774	544
DPSCF302775	544
DPSCF302776	544
DPSCF302777	543
DPSCF302778	543
DPSCF302779	543
DPSCF302780	543
DPSCF302781	542
DPSCF302782	542
DPSCF302783	542
DPSCF302784	542
DPSCF302785	542
DPSCF302786	542
DPSCF302787	542
DPSCF302788	542
DPSCF302789	542
DPSCF302790	541
DPSCF302791	541
DPSCF302792	541
DPSCF302793	541
DPSCF302794	540
DPSCF302795	540
DPSCF302796	540
DPSCF302797	540
DPSCF302798	539
DPSCF302799	539
DPSCF302800	539
DPSCF302801	539
DPSCF302802	539
DPSCF302803	539
DPSCF302804	538
DPSCF302805	538
DPSCF302806	538
DPSCF302807	538
DPSCF302808	538
DPSCF302809	538
DPSCF302810	538
DPSCF302811	538
DPSCF302812	537
DPSCF302813	537
DPSCF302814	536
DPSCF302815	536
DPSCF302816	536
DPSCF302817	536
DPSCF302818	536
DPSCF302819	536
DPSCF302820	536
DPSCF302821	535
DPSCF302822	535
DPSCF302823	535
DPSCF302824	535
DPSCF302825	535
DPSCF302826	535
DPSCF302827	535
DPSCF302828	535
DPSCF302829	535
DPSCF302830	534
DPSCF302831	534
DPSCF302832	534
DPSCF302833	534
DPSCF302834	534
DPSCF302835	534
DPSCF302836	533
DPSCF302837	532
DPSCF302838	532
DPSCF302839	532
DPSCF302840	532
DPSCF302841	532
DPSCF302842	531
DPSCF302843	531
DPSCF302844	531
DPSCF302845	531
DPSCF302846	531
DPSCF302847	531
DPSCF302848	531
DPSCF302849	530
DPSCF302850	530
DPSCF302851	529
DPSCF302852	529
DPSCF302853	529
DPSCF302854	529
DPSCF302855	529
DPSCF302856	529
DPSCF302857	528
DPSCF302858	528
DPSCF302859	528
DPSCF302860	528
DPSCF302861	528
DPSCF302862	527
DPSCF302863	527
DPSCF302864	527
DPSCF302865	527
DPSCF302866	526
DPSCF302867	526
DPSCF302868	526
DPSCF302869	526
DPSCF302870	526
DPSCF302871	526
DPSCF302872	525
DPSCF302873	525
DPSCF302874	525
DPSCF302875	525
DPSCF302876	525
DPSCF302877	524
DPSCF302878	524
DPSCF302879	524
DPSCF302880	524
DPSCF302881	524
DPSCF302882	524
DPSCF302883	523
DPSCF302884	523
DPSCF302885	523
DPSCF302886	523
DPSCF302887	523
DPSCF302888	523
DPSCF302889	523
DPSCF302890	522
DPSCF302891	522
DPSCF302892	522
DPSCF302893	522
DPSCF302894	522
DPSCF302895	521
DPSCF302896	521
DPSCF302897	521
DPSCF302898	521
DPSCF302899	521
DPSCF302900	521
DPSCF302901	521
DPSCF302902	520
DPSCF302903	519
DPSCF302904	519
DPSCF302905	519
DPSCF302906	519
DPSCF302907	519
DPSCF302908	519
DPSCF302909	518
DPSCF302910	518
DPSCF302911	518
DPSCF302912	518
DPSCF302913	518
DPSCF302914	518
DPSCF302915	518
DPSCF302916	518
DPSCF302917	518
DPSCF302918	518
DPSCF302919	517
DPSCF302920	517
DPSCF302921	517
DPSCF302922	517
DPSCF302923	517
DPSCF302924	517
DPSCF302925	517
DPSCF302926	517
DPSCF302927	517
DPSCF302928	516
DPSCF302929	516
DPSCF302930	516
DPSCF302931	516
DPSCF302932	516
DPSCF302933	516
DPSCF302934	516
DPSCF302935	516
DPSCF302936	515
DPSCF302937	515
DPSCF302938	515
DPSCF302939	515
DPSCF302940	515
DPSCF302941	515
DPSCF302942	515
DPSCF302943	515
DPSCF302944	515
DPSCF302945	514
DPSCF302946	514
DPSCF302947	514
DPSCF302948	514
DPSCF302949	513
DPSCF302950	513
DPSCF302951	513
DPSCF302952	513
DPSCF302953	513
DPSCF302954	513
DPSCF302955	512
DPSCF302956	512
DPSCF302957	511
DPSCF302958	511
DPSCF302959	511
DPSCF302960	511
DPSCF302961	511
DPSCF302962	511
DPSCF302963	510
DPSCF302964	510
DPSCF302965	510
DPSCF302966	510
DPSCF302967	509
DPSCF302968	509
DPSCF302969	509
DPSCF302970	509
DPSCF302971	509
DPSCF302972	509
DPSCF302973	509
DPSCF302974	509
DPSCF302975	509
DPSCF302976	508
DPSCF302977	508
DPSCF302978	508
DPSCF302979	508
DPSCF302980	507
DPSCF302981	507
DPSCF302982	507
DPSCF302983	507
DPSCF302984	507
DPSCF302985	507
DPSCF302986	507
DPSCF302987	506
DPSCF302988	506
DPSCF302989	506
DPSCF302990	506
DPSCF302991	506
DPSCF302992	506
DPSCF302993	506
DPSCF302994	506
DPSCF302995	505
DPSCF302996	505
DPSCF302997	505
DPSCF302998	505
DPSCF302999	505
DPSCF303000	505
DPSCF303001	505
DPSCF303002	505
DPSCF303003	504
DPSCF303004	504
DPSCF303005	504
DPSCF303006	504
DPSCF303007	504
DPSCF303008	504
DPSCF303009	503
DPSCF303010	503
DPSCF303011	503
DPSCF303012	503
DPSCF303013	503
DPSCF303014	503
DPSCF303015	503
DPSCF303016	503
DPSCF303017	502
DPSCF303018	502
DPSCF303019	502
DPSCF303020	502
DPSCF303021	502
DPSCF303022	502
DPSCF303023	502
DPSCF303024	501
DPSCF303025	501
DPSCF303026	501
DPSCF303027	501
DPSCF303028	500
DPSCF303029	500
DPSCF303030	500
DPSCF303031	499
DPSCF303032	499
DPSCF303033	498
DPSCF303034	498
DPSCF303035	498
DPSCF303036	497
DPSCF303037	497
DPSCF303038	497
DPSCF303039	497
DPSCF303040	497
DPSCF303041	497
DPSCF303042	497
DPSCF303043	496
DPSCF303044	496
DPSCF303045	496
DPSCF303046	496
DPSCF303047	496
DPSCF303048	496
DPSCF303049	496
DPSCF303050	496
DPSCF303051	496
DPSCF303052	495
DPSCF303053	495
DPSCF303054	495
DPSCF303055	495
DPSCF303056	495
DPSCF303057	495
DPSCF303058	495
DPSCF303059	495
DPSCF303060	494
DPSCF303061	494
DPSCF303062	494
DPSCF303063	494
DPSCF303064	494
DPSCF303065	494
DPSCF303066	493
DPSCF303067	493
DPSCF303068	493
DPSCF303069	493
DPSCF303070	493
DPSCF303071	493
DPSCF303072	493
DPSCF303073	492
DPSCF303074	492
DPSCF303075	492
DPSCF303076	492
DPSCF303077	492
DPSCF303078	492
DPSCF303079	491
DPSCF303080	491
DPSCF303081	491
DPSCF303082	491
DPSCF303083	490
DPSCF303084	490
DPSCF303085	490
DPSCF303086	490
DPSCF303087	490
DPSCF303088	490
DPSCF303089	490
DPSCF303090	490
DPSCF303091	490
DPSCF303092	489
DPSCF303093	489
DPSCF303094	489
DPSCF303095	489
DPSCF303096	489
DPSCF303097	489
DPSCF303098	489
DPSCF303099	489
DPSCF303100	489
DPSCF303101	489
DPSCF303102	489
DPSCF303103	489
DPSCF303104	488
DPSCF303105	488
DPSCF303106	488
DPSCF303107	488
DPSCF303108	488
DPSCF303109	488
DPSCF303110	488
DPSCF303111	488
DPSCF303112	487
DPSCF303113	487
DPSCF303114	487
DPSCF303115	487
DPSCF303116	487
DPSCF303117	487
DPSCF303118	487
DPSCF303119	487
DPSCF303120	487
DPSCF303121	486
DPSCF303122	486
DPSCF303123	486
DPSCF303124	486
DPSCF303125	486
DPSCF303126	486
DPSCF303127	485
DPSCF303128	485
DPSCF303129	485
DPSCF303130	485
DPSCF303131	485
DPSCF303132	485
DPSCF303133	485
DPSCF303134	485
DPSCF303135	485
DPSCF303136	484
DPSCF303137	484
DPSCF303138	484
DPSCF303139	484
DPSCF303140	483
DPSCF303141	483
DPSCF303142	483
DPSCF303143	483
DPSCF303144	483
DPSCF303145	483
DPSCF303146	483
DPSCF303147	482
DPSCF303148	482
DPSCF303149	482
DPSCF303150	482
DPSCF303151	482
DPSCF303152	482
DPSCF303153	482
DPSCF303154	482
DPSCF303155	482
DPSCF303156	481
DPSCF303157	481
DPSCF303158	481
DPSCF303159	481
DPSCF303160	481
DPSCF303161	481
DPSCF303162	481
DPSCF303163	481
DPSCF303164	481
DPSCF303165	481
DPSCF303166	480
DPSCF303167	480
DPSCF303168	480
DPSCF303169	480
DPSCF303170	480
DPSCF303171	480
DPSCF303172	480
DPSCF303173	479
DPSCF303174	479
DPSCF303175	479
DPSCF303176	479
DPSCF303177	479
DPSCF303178	479
DPSCF303179	478
DPSCF303180	478
DPSCF303181	478
DPSCF303182	478
DPSCF303183	478
DPSCF303184	478
DPSCF303185	478
DPSCF303186	477
DPSCF303187	477
DPSCF303188	477
DPSCF303189	477
DPSCF303190	477
DPSCF303191	477
DPSCF303192	477
DPSCF303193	476
DPSCF303194	476
DPSCF303195	476
DPSCF303196	476
DPSCF303197	476
DPSCF303198	476
DPSCF303199	476
DPSCF303200	475
DPSCF303201	475
DPSCF303202	475
DPSCF303203	475
DPSCF303204	475
DPSCF303205	475
DPSCF303206	475
DPSCF303207	475
DPSCF303208	475
DPSCF303209	475
DPSCF303210	474
DPSCF303211	474
DPSCF303212	474
DPSCF303213	474
DPSCF303214	474
DPSCF303215	474
DPSCF303216	473
DPSCF303217	473
DPSCF303218	473
DPSCF303219	473
DPSCF303220	473
DPSCF303221	473
DPSCF303222	473
DPSCF303223	473
DPSCF303224	472
DPSCF303225	472
DPSCF303226	472
DPSCF303227	472
DPSCF303228	472
DPSCF303229	471
DPSCF303230	471
DPSCF303231	471
DPSCF303232	471
DPSCF303233	471
DPSCF303234	471
DPSCF303235	471
DPSCF303236	471
DPSCF303237	471
DPSCF303238	471
DPSCF303239	471
DPSCF303240	470
DPSCF303241	470
DPSCF303242	470
DPSCF303243	470
DPSCF303244	470
DPSCF303245	470
DPSCF303246	470
DPSCF303247	470
DPSCF303248	470
DPSCF303249	469
DPSCF303250	469
DPSCF303251	469
DPSCF303252	469
DPSCF303253	469
DPSCF303254	469
DPSCF303255	469
DPSCF303256	469
DPSCF303257	468
DPSCF303258	468
DPSCF303259	468
DPSCF303260	468
DPSCF303261	468
DPSCF303262	468
DPSCF303263	468
DPSCF303264	468
DPSCF303265	467
DPSCF303266	467
DPSCF303267	467
DPSCF303268	467
DPSCF303269	467
DPSCF303270	467
DPSCF303271	467
DPSCF303272	467
DPSCF303273	466
DPSCF303274	466
DPSCF303275	466
DPSCF303276	466
DPSCF303277	466
DPSCF303278	466
DPSCF303279	466
DPSCF303280	465
DPSCF303281	465
DPSCF303282	465
DPSCF303283	465
DPSCF303284	465
DPSCF303285	465
DPSCF303286	465
DPSCF303287	465
DPSCF303288	465
DPSCF303289	465
DPSCF303290	464
DPSCF303291	464
DPSCF303292	464
DPSCF303293	464
DPSCF303294	464
DPSCF303295	463
DPSCF303296	463
DPSCF303297	463
DPSCF303298	463
DPSCF303299	463
DPSCF303300	463
DPSCF303301	463
DPSCF303302	463
DPSCF303303	462
DPSCF303304	462
DPSCF303305	462
DPSCF303306	462
DPSCF303307	462
DPSCF303308	462
DPSCF303309	462
DPSCF303310	461
DPSCF303311	461
DPSCF303312	461
DPSCF303313	460
DPSCF303314	460
DPSCF303315	460
DPSCF303316	460
DPSCF303317	460
DPSCF303318	460
DPSCF303319	460
DPSCF303320	460
DPSCF303321	460
DPSCF303322	460
DPSCF303323	459
DPSCF303324	459
DPSCF303325	459
DPSCF303326	459
DPSCF303327	459
DPSCF303328	459
DPSCF303329	459
DPSCF303330	459
DPSCF303331	459
DPSCF303332	458
DPSCF303333	458
DPSCF303334	458
DPSCF303335	458
DPSCF303336	458
DPSCF303337	458
DPSCF303338	458
DPSCF303339	457
DPSCF303340	457
DPSCF303341	457
DPSCF303342	457
DPSCF303343	457
DPSCF303344	457
DPSCF303345	457
DPSCF303346	457
DPSCF303347	456
DPSCF303348	456
DPSCF303349	456
DPSCF303350	456
DPSCF303351	456
DPSCF303352	456
DPSCF303353	455
DPSCF303354	455
DPSCF303355	455
DPSCF303356	455
DPSCF303357	455
DPSCF303358	455
DPSCF303359	454
DPSCF303360	454
DPSCF303361	454
DPSCF303362	454
DPSCF303363	454
DPSCF303364	454
DPSCF303365	454
DPSCF303366	453
DPSCF303367	453
DPSCF303368	453
DPSCF303369	453
DPSCF303370	453
DPSCF303371	453
DPSCF303372	453
DPSCF303373	453
DPSCF303374	453
DPSCF303375	452
DPSCF303376	452
DPSCF303377	452
DPSCF303378	452
DPSCF303379	452
DPSCF303380	452
DPSCF303381	452
DPSCF303382	452
DPSCF303383	451
DPSCF303384	451
DPSCF303385	451
DPSCF303386	451
DPSCF303387	451
DPSCF303388	451
DPSCF303389	451
DPSCF303390	451
DPSCF303391	451
DPSCF303392	451
DPSCF303393	451
DPSCF303394	451
DPSCF303395	451
DPSCF303396	450
DPSCF303397	450
DPSCF303398	450
DPSCF303399	450
DPSCF303400	449
DPSCF303401	449
DPSCF303402	449
DPSCF303403	449
DPSCF303404	449
DPSCF303405	449
DPSCF303406	449
DPSCF303407	449
DPSCF303408	449
DPSCF303409	449
DPSCF303410	449
DPSCF303411	449
DPSCF303412	449
DPSCF303413	449
DPSCF303414	448
DPSCF303415	448
DPSCF303416	448
DPSCF303417	448
DPSCF303418	448
DPSCF303419	447
DPSCF303420	447
DPSCF303421	447
DPSCF303422	447
DPSCF303423	447
DPSCF303424	447
DPSCF303425	446
DPSCF303426	446
DPSCF303427	446
DPSCF303428	446
DPSCF303429	446
DPSCF303430	446
DPSCF303431	446
DPSCF303432	446
DPSCF303433	445
DPSCF303434	445
DPSCF303435	445
DPSCF303436	445
DPSCF303437	445
DPSCF303438	445
DPSCF303439	445
DPSCF303440	444
DPSCF303441	444
DPSCF303442	444
DPSCF303443	444
DPSCF303444	444
DPSCF303445	444
DPSCF303446	444
DPSCF303447	444
DPSCF303448	444
DPSCF303449	443
DPSCF303450	443
DPSCF303451	443
DPSCF303452	443
DPSCF303453	443
DPSCF303454	442
DPSCF303455	442
DPSCF303456	442
DPSCF303457	442
DPSCF303458	442
DPSCF303459	442
DPSCF303460	442
DPSCF303461	442
DPSCF303462	441
DPSCF303463	441
DPSCF303464	441
DPSCF303465	441
DPSCF303466	441
DPSCF303467	441
DPSCF303468	441
DPSCF303469	441
DPSCF303470	441
DPSCF303471	440
DPSCF303472	440
DPSCF303473	440
DPSCF303474	440
DPSCF303475	440
DPSCF303476	440
DPSCF303477	440
DPSCF303478	440
DPSCF303479	440
DPSCF303480	440
DPSCF303481	439
DPSCF303482	439
DPSCF303483	439
DPSCF303484	439
DPSCF303485	439
DPSCF303486	439
DPSCF303487	439
DPSCF303488	439
DPSCF303489	439
DPSCF303490	439
DPSCF303491	439
DPSCF303492	438
DPSCF303493	438
DPSCF303494	438
DPSCF303495	438
DPSCF303496	438
DPSCF303497	438
DPSCF303498	437
DPSCF303499	437
DPSCF303500	437
DPSCF303501	437
DPSCF303502	437
DPSCF303503	437
DPSCF303504	437
DPSCF303505	437
DPSCF303506	437
DPSCF303507	437
DPSCF303508	437
DPSCF303509	436
DPSCF303510	436
DPSCF303511	436
DPSCF303512	436
DPSCF303513	436
DPSCF303514	436
DPSCF303515	436
DPSCF303516	436
DPSCF303517	435
DPSCF303518	435
DPSCF303519	435
DPSCF303520	435
DPSCF303521	435
DPSCF303522	435
DPSCF303523	435
DPSCF303524	435
DPSCF303525	435
DPSCF303526	435
DPSCF303527	434
DPSCF303528	434
DPSCF303529	434
DPSCF303530	434
DPSCF303531	434
DPSCF303532	434
DPSCF303533	434
DPSCF303534	434
DPSCF303535	434
DPSCF303536	434
DPSCF303537	434
DPSCF303538	434
DPSCF303539	434
DPSCF303540	434
DPSCF303541	433
DPSCF303542	433
DPSCF303543	433
DPSCF303544	433
DPSCF303545	433
DPSCF303546	433
DPSCF303547	433
DPSCF303548	433
DPSCF303549	433
DPSCF303550	432
DPSCF303551	432
DPSCF303552	432
DPSCF303553	432
DPSCF303554	432
DPSCF303555	432
DPSCF303556	432
DPSCF303557	432
DPSCF303558	432
DPSCF303559	432
DPSCF303560	432
DPSCF303561	432
DPSCF303562	432
DPSCF303563	432
DPSCF303564	432
DPSCF303565	432
DPSCF303566	431
DPSCF303567	431
DPSCF303568	431
DPSCF303569	431
DPSCF303570	431
DPSCF303571	431
DPSCF303572	430
DPSCF303573	430
DPSCF303574	430
DPSCF303575	430
DPSCF303576	430
DPSCF303577	430
DPSCF303578	430
DPSCF303579	429
DPSCF303580	429
DPSCF303581	429
DPSCF303582	429
DPSCF303583	429
DPSCF303584	429
DPSCF303585	429
DPSCF303586	429
DPSCF303587	429
DPSCF303588	429
DPSCF303589	429
DPSCF303590	428
DPSCF303591	428
DPSCF303592	428
DPSCF303593	428
DPSCF303594	428
DPSCF303595	428
DPSCF303596	428
DPSCF303597	428
DPSCF303598	428
DPSCF303599	428
DPSCF303600	428
DPSCF303601	427
DPSCF303602	427
DPSCF303603	427
DPSCF303604	427
DPSCF303605	427
DPSCF303606	427
DPSCF303607	427
DPSCF303608	427
DPSCF303609	427
DPSCF303610	427
DPSCF303611	427
DPSCF303612	427
DPSCF303613	426
DPSCF303614	426
DPSCF303615	426
DPSCF303616	426
DPSCF303617	426
DPSCF303618	426
DPSCF303619	426
DPSCF303620	426
DPSCF303621	426
DPSCF303622	425
DPSCF303623	425
DPSCF303624	425
DPSCF303625	425
DPSCF303626	425
DPSCF303627	425
DPSCF303628	425
DPSCF303629	425
DPSCF303630	425
DPSCF303631	424
DPSCF303632	424
DPSCF303633	424
DPSCF303634	424
DPSCF303635	424
DPSCF303636	424
DPSCF303637	424
DPSCF303638	424
DPSCF303639	424
DPSCF303640	424
DPSCF303641	423
DPSCF303642	423
DPSCF303643	423
DPSCF303644	423
DPSCF303645	423
DPSCF303646	423
DPSCF303647	423
DPSCF303648	422
DPSCF303649	422
DPSCF303650	422
DPSCF303651	422
DPSCF303652	422
DPSCF303653	422
DPSCF303654	422
DPSCF303655	422
DPSCF303656	421
DPSCF303657	421
DPSCF303658	421
DPSCF303659	421
DPSCF303660	421
DPSCF303661	421
DPSCF303662	421
DPSCF303663	421
DPSCF303664	421
DPSCF303665	420
DPSCF303666	420
DPSCF303667	420
DPSCF303668	420
DPSCF303669	420
DPSCF303670	420
DPSCF303671	420
DPSCF303672	420
DPSCF303673	420
DPSCF303674	420
DPSCF303675	420
DPSCF303676	419
DPSCF303677	419
DPSCF303678	419
DPSCF303679	419
DPSCF303680	419
DPSCF303681	419
DPSCF303682	419
DPSCF303683	419
DPSCF303684	419
DPSCF303685	419
DPSCF303686	419
DPSCF303687	419
DPSCF303688	419
DPSCF303689	418
DPSCF303690	418
DPSCF303691	418
DPSCF303692	418
DPSCF303693	418
DPSCF303694	418
DPSCF303695	418
DPSCF303696	418
DPSCF303697	418
DPSCF303698	417
DPSCF303699	417
DPSCF303700	417
DPSCF303701	417
DPSCF303702	417
DPSCF303703	417
DPSCF303704	417
DPSCF303705	417
DPSCF303706	417
DPSCF303707	417
DPSCF303708	417
DPSCF303709	416
DPSCF303710	416
DPSCF303711	416
DPSCF303712	416
DPSCF303713	416
DPSCF303714	416
DPSCF303715	416
DPSCF303716	416
DPSCF303717	416
DPSCF303718	416
DPSCF303719	416
DPSCF303720	416
DPSCF303721	415
DPSCF303722	415
DPSCF303723	415
DPSCF303724	415
DPSCF303725	415
DPSCF303726	415
DPSCF303727	415
DPSCF303728	415
DPSCF303729	415
DPSCF303730	414
DPSCF303731	414
DPSCF303732	414
DPSCF303733	414
DPSCF303734	414
DPSCF303735	414
DPSCF303736	414
DPSCF303737	414
DPSCF303738	414
DPSCF303739	414
DPSCF303740	413
DPSCF303741	413
DPSCF303742	413
DPSCF303743	413
DPSCF303744	413
DPSCF303745	413
DPSCF303746	413
DPSCF303747	413
DPSCF303748	413
DPSCF303749	413
DPSCF303750	413
DPSCF303751	413
DPSCF303752	412
DPSCF303753	412
DPSCF303754	412
DPSCF303755	412
DPSCF303756	412
DPSCF303757	412
DPSCF303758	412
DPSCF303759	412
DPSCF303760	412
DPSCF303761	412
DPSCF303762	412
DPSCF303763	411
DPSCF303764	411
DPSCF303765	411
DPSCF303766	411
DPSCF303767	411
DPSCF303768	411
DPSCF303769	411
DPSCF303770	411
DPSCF303771	411
DPSCF303772	410
DPSCF303773	410
DPSCF303774	410
DPSCF303775	410
DPSCF303776	410
DPSCF303777	410
DPSCF303778	410
DPSCF303779	410
DPSCF303780	410
DPSCF303781	410
DPSCF303782	409
DPSCF303783	409
DPSCF303784	409
DPSCF303785	409
DPSCF303786	409
DPSCF303787	409
DPSCF303788	409
DPSCF303789	409
DPSCF303790	409
DPSCF303791	409
DPSCF303792	408
DPSCF303793	408
DPSCF303794	408
DPSCF303795	408
DPSCF303796	408
DPSCF303797	408
DPSCF303798	408
DPSCF303799	408
DPSCF303800	408
DPSCF303801	408
DPSCF303802	408
DPSCF303803	408
DPSCF303804	408
DPSCF303805	407
DPSCF303806	407
DPSCF303807	407
DPSCF303808	407
DPSCF303809	407
DPSCF303810	407
DPSCF303811	407
DPSCF303812	407
DPSCF303813	407
DPSCF303814	407
DPSCF303815	407
DPSCF303816	407
DPSCF303817	407
DPSCF303818	407
DPSCF303819	406
DPSCF303820	406
DPSCF303821	406
DPSCF303822	406
DPSCF303823	406
DPSCF303824	406
DPSCF303825	405
DPSCF303826	405
DPSCF303827	405
DPSCF303828	405
DPSCF303829	405
DPSCF303830	405
DPSCF303831	405
DPSCF303832	405
DPSCF303833	405
DPSCF303834	405
DPSCF303835	405
DPSCF303836	404
DPSCF303837	404
DPSCF303838	404
DPSCF303839	404
DPSCF303840	404
DPSCF303841	404
DPSCF303842	404
DPSCF303843	404
DPSCF303844	404
DPSCF303845	404
DPSCF303846	403
DPSCF303847	403
DPSCF303848	403
DPSCF303849	403
DPSCF303850	403
DPSCF303851	403
DPSCF303852	403
DPSCF303853	403
DPSCF303854	403
DPSCF303855	403
DPSCF303856	403
DPSCF303857	403
DPSCF303858	403
DPSCF303859	403
DPSCF303860	402
DPSCF303861	402
DPSCF303862	402
DPSCF303863	402
DPSCF303864	402
DPSCF303865	402
DPSCF303866	402
DPSCF303867	402
DPSCF303868	401
DPSCF303869	401
DPSCF303870	401
DPSCF303871	401
DPSCF303872	401
DPSCF303873	401
DPSCF303874	401
DPSCF303875	400
DPSCF303876	400
DPSCF303877	400
DPSCF303878	400
DPSCF303879	400
DPSCF303880	400
DPSCF303881	400
DPSCF303882	400
DPSCF303883	399
DPSCF303884	399
DPSCF303885	399
DPSCF303886	399
DPSCF303887	399
DPSCF303888	399
DPSCF303889	399
DPSCF303890	399
DPSCF303891	399
DPSCF303892	399
DPSCF303893	399
DPSCF303894	399
DPSCF303895	399
DPSCF303896	398
DPSCF303897	398
DPSCF303898	398
DPSCF303899	398
DPSCF303900	398
DPSCF303901	398
DPSCF303902	398
DPSCF303903	398
DPSCF303904	398
DPSCF303905	398
DPSCF303906	398
DPSCF303907	398
DPSCF303908	398
DPSCF303909	398
DPSCF303910	398
DPSCF303911	397
DPSCF303912	397
DPSCF303913	397
DPSCF303914	397
DPSCF303915	397
DPSCF303916	397
DPSCF303917	397
DPSCF303918	397
DPSCF303919	397
DPSCF303920	396
DPSCF303921	396
DPSCF303922	396
DPSCF303923	396
DPSCF303924	396
DPSCF303925	396
DPSCF303926	396
DPSCF303927	396
DPSCF303928	396
DPSCF303929	396
DPSCF303930	395
DPSCF303931	395
DPSCF303932	395
DPSCF303933	395
DPSCF303934	395
DPSCF303935	395
DPSCF303936	395
DPSCF303937	395
DPSCF303938	395
DPSCF303939	395
DPSCF303940	395
DPSCF303941	395
DPSCF303942	394
DPSCF303943	394
DPSCF303944	394
DPSCF303945	394
DPSCF303946	394
DPSCF303947	394
DPSCF303948	394
DPSCF303949	393
DPSCF303950	393
DPSCF303951	393
DPSCF303952	393
DPSCF303953	393
DPSCF303954	393
DPSCF303955	393
DPSCF303956	393
DPSCF303957	393
DPSCF303958	393
DPSCF303959	393
DPSCF303960	393
DPSCF303961	393
DPSCF303962	392
DPSCF303963	392
DPSCF303964	392
DPSCF303965	392
DPSCF303966	392
DPSCF303967	392
DPSCF303968	392
DPSCF303969	392
DPSCF303970	392
DPSCF303971	392
DPSCF303972	392
DPSCF303973	392
DPSCF303974	392
DPSCF303975	392
DPSCF303976	392
DPSCF303977	391
DPSCF303978	391
DPSCF303979	391
DPSCF303980	391
DPSCF303981	391
DPSCF303982	391
DPSCF303983	391
DPSCF303984	391
DPSCF303985	391
DPSCF303986	391
DPSCF303987	391
DPSCF303988	391
DPSCF303989	391
DPSCF303990	391
DPSCF303991	391
DPSCF303992	391
DPSCF303993	391
DPSCF303994	390
DPSCF303995	390
DPSCF303996	390
DPSCF303997	390
DPSCF303998	390
DPSCF303999	390
DPSCF304000	390
DPSCF304001	390
DPSCF304002	390
DPSCF304003	389
DPSCF304004	389
DPSCF304005	389
DPSCF304006	389
DPSCF304007	389
DPSCF304008	389
DPSCF304009	389
DPSCF304010	388
DPSCF304011	388
DPSCF304012	388
DPSCF304013	388
DPSCF304014	388
DPSCF304015	388
DPSCF304016	388
DPSCF304017	388
DPSCF304018	388
DPSCF304019	388
